kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60; 
9505;1715-1800;;SDN;Voice of Africa;E;CAf;a;1;;[1020]
9505;1800-1830;;SDN;Voice of Africa;HA;CAf;a;1;;[0320]
9505;1530-1630;;TUR;Voice of Turkey;AZ;Cau;e;0;;
9505;0300-0400;SaSu;USA;World Harvest Radio;E;EEu;c;8;;
9505;2200-2400;;USA;World Harvest Radio 2;E;ENA;c;0;;
9510;2000-2100;;ALG;Radio Algerienne;A;WAf;/F;0;;
9510;0100-0200;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9510;0510-0800;;CHN;PBS Xinjiang;MO;CHN;uc;1;;
9510;0800-1050;We-Mo;CHN;PBS Xinjiang;MO;CHN;uc;1;;[0820]
9510;1330-1400;;G;BBC;BE;SAs;/SNG;0;;
9510;0800-0900;Sa;I;IRRS Milano;E;Eu;/ROU-s;2;;
9510;0930-1200;Su;I;IRRS Milano;E;Eu;/ROU-s;2;;
9510;1220-1320;;IRN;IRIB Voice of I.R.Iran;PS;CAs;a;0;;
9510;0200-0300;;ROU;Radio Romania Int.;S;SAm;g;6;2903;1006
9510;0100-0200;;USA;Radio Free Asia;TB;FE;/KWT;0;;
9510;1800-1900;;XUU;Unknown rel.station;E;EEu;;6;1907;1907
9515;0800-2400;;B;Rádio Marumby;P;SAm;ca;1;;[0320]
9515;1900-1930;;CHN;China Radio Int.;CZ;WEu;s;0;;
9515;0855-1000;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9515;1000-1100;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9515;1000-1030;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
9515;1030-1100;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
9515;1100-1200;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9515;1200-1230;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9515;1230-1300;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9515;1300-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0119]
9515;2055-2230;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9515;2230-2300;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9515;2300-2400;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9515;2055-2330;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
9515;2330-2400;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
9515;1500-1700;;KOR;KBS World Radio;E;Eu;k;1;;
9515;1700-1900;;KOR;KBS World Radio;K;Eu;k;1;;
9515;1745-1800;Sa;SWZ;Trans World Radio;TUR;EAf;;1;;
9515;1745-1815;Mo-Fr;SWZ;Trans World Radio;SWA;EAf;;1;;
9515;1745-1824;Su;SWZ;Trans World Radio;SWA;EAf;;1;;
9515;1800-1840;Sa;SWZ;Trans World Radio;SWA;EAf;;1;;
9520;0600-0950;We-Mo;CHN;PBS Nei Menggu;M;CHN;hh;1;;[1116]
9520;0950-1605;;CHN;PBS Nei Menggu;M;CHN;hh;1;;[0920]
9520;2150-0600;;CHN;PBS Nei Menggu;M;CHN;hh;1;;[0419]
9520;1400-1430;;ROU;Radio Romania Int.;I;SEu;s;0;;
9525;1900-2000;;CHN;China Radio Int.;R;EEu;b;0;;
9525;2000-2100;;CHN;China Radio Int.;R;EEu;b;0;;
9525;0230-0500;;CLA;Dengê Welat;KU;ME;/F;2;;
9525;0230-0500;;TUR;Anti-Kurdish Tape;TU;ME;e;2;;
9525;1300-1400;;TWN;Radio Taiwan Int.;T;SEA;p;6;1804;2510
9530;0000-0200;;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0200-0300;;CHN;China National Radio 11;AMD;CHN;as;1;;[0120]
9530;0300-0400;;CHN;China National Radio 11;KHA;CHN;as;1;;
9530;0400-0600;;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0600-0900;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0900-1030;;CHN;China National Radio 11;TB;CHN;as;4;;
9530;0900-1100;;CHN;China National Radio 11;TB;CHN;as;5;;[0820]
9530;1100-1300;;CHN;China National Radio 11;TB;CHN;as;5;;
9530;1330-1400;;CLA;Furusato no Kaze;J;KRE;/TWN-s;1;;
9530;1300-1330;;CLA;Nippon no Kaze;K;KRE;/TWN-s;1;;
9530;1500-1600;;USA;Radio Liberty;TK;CAs;/KWT;6;2204;2510
9535;0500-0600;;ALG;Radio Algerienne;A;CAf;/F;8;;
9535;0100-0200;;CHN;China Radio Int.;E;SAs;ka;0;;
9535;1330-1430;;CHN;China Radio Int.;IN;INS;k;0;;
9535;1500-1600;;CHN;China Radio Int.;UR;SAs;ka;0;;
9535;1900-2000;;CHN;China Radio Int.;P;SAf;a;0;;
9535;2200-2300;;CHN;China Radio Int.;J;FE;x;0;;
9535;2000-2100;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9535;2300-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9535;0000-0100;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;0100-0200;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;0200-0300;;CUB;Radio Habana Cuba;S;CAm;be;4;;
9535;0200-0400;;CUB;Radio Habana Cuba;S;CAm;be;5;;
9535;0300-0500;;CUB;Radio Habana Cuba;S;CAm;be;4;;
9535;0400-0500;;CUB;Radio Habana Cuba;S;CAm;be;5;;
9535;0500-0600;;CUB;Radio Habana Cuba;S;CAm;be;4;;
9535;1100-1200;;CUB;Radio Habana Cuba;S;CAm;be;5;;
9535;1200-1300;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;1300-1400;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;1400-1500;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;1500-1600;;CUB;Radio Habana Cuba;S;CAm;be;4;;
9535;2100-2200;;CUB;Radio Habana Cuba;S;CAm;be;5;;
9535;2200-2300;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;2300-2400;;CUB;Radio Habana Cuba;S;CAm;be;1;;
9535;2000-2100;;USA;Radio Free Asia;M;FE;/MRA-s;0;;
9535;2300-2400;;USA;Radio Free Asia;M;FE;/KWT;0;;
9540;1100-1200;;CHN;China Radio Int.;CA;Oc;b;0;;
9540;1200-1400;;CHN;China Radio Int.;M;SAs;k;0;;
9540;2200-1800;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;[0119]
9540;1730-1750;Mo-Fr;G;BBC;AH;EAf;/OMA-a;0;;
9540;1750-1810;Mo-Fr;G;BBC;OO;EAf;/OMA-a;0;;
9540;1810-1830;Mo-Fr;G;BBC;TIG;EAf;/OMA-a;0;;
9540;0200-0300;;OMA;Radio Sultanate Oman;A;EAf;t;8;;[0716]
9540;0300-0400;;OMA;Radio Sultanate Oman;E;EAf;t;8;;[0716]
9540;0700-0800;Su;ROU;Radio Romania Int.;RO;ME;t;0;;
9540;1615-1630;Th-Su;S;IBRA Radio;AH;EAf;/ARM;1;;
9540;1615-1630;Mo-We;S;IBRA Radio;GUR;EAf;/ARM;1;;[0620]
9540;1630-1700;;S;IBRA Radio;AH;EAf;/ARM;1;;[0620]
9540;1400-1500;;TUR;Voice of Turkey;A;ME;e;0;;
9540;1800-1810;Test;TWN;Radio Taiwan Int.;D;Eu;s;6;1107;1107
9540;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0120]
9540;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
9540;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
9540;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
9540;1500-1530;;TWN;Sound of Hope;M;FE;;1;;[0620]
9540;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
9540;1600-1700;;TWN;Sound of Hope;M;FE;;1;;[0519]
9540;1700-1800;;TWN;Sound of Hope;M;FE;;1;;
9540;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
9540;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0119]
9540;0940-0950;Th;UKR;S06s Spy Numbers;R;UKR;rv;1;0111;2802[0220]
9540;2100-2200;;USA;Radio Free Asia;K;FE;/TJK;6;2903;2704
9540;2100-2200;;USA;Radio Free Asia;K;FE;/MRA-t;6;2804;2510
9545;1930-2000;;G;BBC;HA;WAf;w;0;;
9545;2000-2030;Fr;G;BBC;HA;WAf;w;0;;
9545;2200-0501;;SLM;Solomon Islands B.C.;E;SLM;;1;;[0520]
9545;1500-1530;;TWN;Radio Taiwan Int.;CA;CHN;p;1;;
9545;1530-1600;;TWN;Radio Taiwan Int.;HK;CHN;p;1;;
9550.1;1040-2300;;B;R.Boa Vontade, P.Alegre;P;B;e;1;;[0920]
9550;0000-0100;;CHN;China Radio Int.;HK;INS;k;0;;
9550;0100-0200;;CHN;China Radio Int.;AM;SEA;k;0;;
9550;1100-1200;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1200-1300;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1300-1400;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1400-1500;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1500-1600;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1600-1700;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;0800-1300;irr;EGY;Unknown Station;-MX;ME;;1;;[0719]
9550;1500-1600;;VTN;Voice of Vietnam;VN;NAf;s;8;;
9550;1600-1630;;VTN;Voice of Vietnam;E;NAf;s;8;;
9550;1630-1700;;VTN;Voice of Vietnam;F;NAf;s;8;;
9550;2030-2100;;VTN;Voice of Vietnam;E;NAf;s;8;;
9550;2100-2130;;VTN;Voice of Vietnam;F;NAf;s;8;;
9555;1800-2300;;ARS;BSKSA 1;A;NAf;;1;;[1020]
9555;1000-1300;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
9555;2300-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9555;1000-1100;;TWN;Radio Taiwan Int.;M;FE;k;1;;
9555;1100-1200;;TWN;Radio Taiwan Int.;M;FE;k;1;;
9555;1200-1300;;TWN;Radio Taiwan Int.;M;FE;k;1;;
9555;2300-2400;;USA;Radio Free Asia;TB;FE;/TJK;0;;
9560;0100-0200;;CHN;China Radio Int.;M;SAs;ka;0;;
9560;1500-1600;;CHN;China Radio Int.;M;SAs;ka;0;;
9560;1800-1900;;CHN;China Radio Int.;R;CAs;b;0;;
9560;1900-1930;;CHN;China Radio Int.;HU;Eu;u;0;;
9560;0300-0800;;CHN;PBS Xinjiang;UI;CHN;uc;1;;[0419]
9560;0800-1100;We-Mo;CHN;PBS Xinjiang;UI;CHN;uc;1;;[0820]
9560;1100-1135;;CHN;PBS Xinjiang;UI;CHN;uc;1;;
9560;1135-1200;;CHN;PBS Xinjiang;UI;CHN;uc;1;;
9560;1430-1500;;CLA;Furusato no Kaze;J;KRE;/TWN-s;1;;
9560;0330-0400;;J;NHK Radio Japan;SWA;EAf;/MDG;0;;
9560;2130-2200;;J;NHK Radio Japan;IN;INS;y;0;;
9560;2209-2230;;J;NHK Radio Japan;K;FE;y;0;;
9560;2230-2250;;J;NHK Radio Japan;M;FE;y;0;;
9565;0000-2400;;B;Super Rádio Deus é Amor;P;SAm;cu;8;;[0119]
9565;1500-1600;;CHN;China Radio Int.;TU;ME;k;0;;
9565;2000-2400;;USA;Radio Marti;S;CUB;g;0;;
9570;1100-1200;;CHN;China Radio Int.;CA;Oc;k;0;;
9570;1200-1300;;CHN;China Radio Int.;CA;ENA;/CUB;0;;
9570;1300-1400;;CHN;China Radio Int.;E;ENA;/CUB;6;2903;2007
9570;1500-1530;;CHN;China Radio Int.;FS;IRN;u;0;;
9570;1530-1600;;CHN;China Radio Int.;PS;AFG;u;0;;
9570;1600-1700;;CHN;China Radio Int.;E;SAf;b;0;;
9570;1700-1800;;CHN;China Radio Int.;E;SAf;b;0;;
9570;2030-2230;;CHN;China Radio Int.;F;SEu;u;0;;
9570;2300-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;2804;2510
9570;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;q;5;;
9570;0300-0600;;CHN;CNR 2 China Business R.;M;CHN;q;4;;
9570;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;q;1;;
9570;0855-1000;;CHN;CNR 2 China Business R.;M;CHN;q;1;;[0820]
9570;1000-1100;;CHN;CNR 2 China Business R.;M;CHN;q;5;;
9570;1300-1400;;D;Deutsche Welle;HA;WAf;/STP;8;;
9570;1320-1420;;IRN;IRIB Voice of I.R.Iran;KU;ME;s;0;;
9570;0800-0900;;KOR;KBS World Radio;K;SEA;k;1;;
9570;0900-1100;;KOR;KBS World Radio;K;SEA;k;1;;
9570;1200-1300;;KOR;KBS World Radio;IN;SEA;k;1;;
9570;1300-1400;;KOR;KBS World Radio;E;SEA;k;1;;
9570;1400-1500;;KOR;KBS World Radio;IN;SEA;k;1;;
9570;1800-1900;;ROU;Radio Romania Int.;D;WEu;t;0;;
9570;2300-2400;;USA;Radio Free Asia;TB;FE;/MRA-t;6;2804;2510
9580;1000-1100;;ALS;KNLS New Life Station;E;FE;ap;6;2903;3103
9580;1100-1200;;ALS;KNLS New Life Station;R;FE;ap;6;2903;3103
9580;1400-1500;;ALS;KNLS New Life Station;E;FE;ap;6;2903;3103
9580;1000-1100;;ALS;KNLS New Life Station;E;FE;ap;6;2304;2510
9580;1100-1200;;ALS;KNLS New Life Station;R;FE;ap;6;2304;2510
9580;1400-1500;;ALS;KNLS New Life Station;E;FE;ap;6;2304;2510
9580;0300-0600;;ARS;BSKSA 2;A;ME;j;8;;
9580;1700-2200;;ARS;BSKSA 2;A;ME;j;8;;
9580;0100-0200;;CHN;China Radio Int.;E;ENA;/CUB;0;;
9580;0200-0300;;CHN;China Radio Int.;M;ENA;/CUB;0;;
9580;1215-1330;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;0607;
9580;0200-0700;;CHN;PBS Xizang;TB;CHN;t;1;;[0219]
9580;0700-0800;We-Mo;CHN;PBS Xizang;E;CHN;t;1;;[0219]
9580;0800-0930;We-Mo;CHN;PBS Xizang;TB;CHN;t;1;;[0820]
9580;1215-1330;;IND;All India Radio GOS;TB;FE;b;1;0107;
9580;1630-1700;;G;BBC;BE;SAs;/CLN-t;6;2903;1407
9580;1630-1700;;G;BBC;BE;SAs;/SNG;6;1507;0609
9580;1630-1700;;G;BBC;BE;SAs;/OMA-a;6;0709;2510
9580;2130-2145;14Jun;G;BBC Midwinter;E;ATA;/ASC;6;1406;1406
9580;2130-2200;21Jun;G;BBC Midwinter;E;ATA;/ASC;6;1406;2106
9580;0100-0200;;KOR;KBS World Radio;J;J;k;1;;
9580;0200-0300;;KOR;KBS World Radio;E;SAm;k;1;;
9580;1500-1530;;ROU;Radio Romania DIGITAL;R;EEu;t;0;;
9585;1500-1600;;CHN;China Radio Int.;J;FE;x;0;;
9585;2000-2030;;CHN;China Radio Int.;SR;SEE;ka;0;;
9585;2030-2100;;CHN;China Radio Int.;HU;Eu;ka;0;;
9585;1230-1300;Sa;CVA;Radio Vaticana;M;FE;/PHL-t;6;2903;1608
9585;1330-1400;;G;BBC;BR;SEA;/SNG;0;;
9585;1700-1800;;G;BBC;A;EAf;/UAE;0;;
9585;1800-1900;;G;BBC;A;EAf;/UAE;0;;
9585;1900-2000;;G;BBC;A;EAf;/UAE;6;2903;2106
9585;1420-1435;Su-Fr;SWZ;Trans World Radio;LO;MOZ;;4;;
9585;1420-1450;Sa;SWZ;Trans World Radio;MKU;MOZ;;4;;
9585;1453-1525;SaSu;SWZ;Trans World Radio;F;MDG;;1;;
9585;1453-1525;Mo-Fr;SWZ;Trans World Radio;MSY;MDG;;1;;
9590;0100-0300;;CHN;China Radio Int.;S;SAm;ka;0;;
9590;1100-1200;;CHN;China Radio Int.;CA;SEA;k;0;;
9590;2200-2300;;CHN;China Radio Int.;E;FE;b;0;;
9590;2300-0100;;CHN;China Radio Int.;S;SAm;ka;0;;
9590;1230-1310;Sa;CVA;Radio Vaticana;M;FE;/PHL-t;6;1708;2510
9590;0130-0230;;MYA;Thazin Radio;WA;SEA;p;1;;[0219]
9590;0230-0330;;MYA;Thazin Radio;K-P;SEA;p;1;;[0416]
9590;0430-0530;;MYA;Thazin Radio;MRU;SEA;p;8;;[0317]
9590;0530-0630;;MYA;Thazin Radio;POR;SEA;p;1;;[0418]
9590;0630-0730;;MYA;Thazin Radio;KYH;SEA;p;1;;[0418]
9590;0730-0830;;MYA;Thazin Radio;SHA;SEA;p;1;;[0919]
9590;1600-1700;;ROU;Radio Romania Int.;RO;ME;t;0;;
9595;0000-1055;;J;Radio Nikkei 1;J;FE;c;6;0306;0306[0620]
9600;1200-1300;;CHN;China Radio Int.;E;SEA;k;0;;
9600;1300-1400;;CHN;China Radio Int.;BE;SAs;a;0;;
9600;1500-1530;;CHN;China Radio Int.;FS;IRN;ka;0;;
9600;1800-1900;;CHN;China Radio Int.;E;Eu;b;0;;
9600;2000-2100;;CHN;China Radio Int.;E;Eu;ka;0;;
9600;2100-2200;;CHN;China Radio Int.;E;Eu;ka;0;;
9600;0000-0100;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9600;0300-0800;;CHN;PBS Xinjiang;M;CHN;uc;1;;
9600;0800-1100;We-Mo;CHN;PBS Xinjiang;M;CHN;uc;1;;[0820]
9600;1100-1200;;CHN;PBS Xinjiang;M;CHN;uc;1;;
9600;0900-1300;irr;EGY;Unknown Station;-MX;ME;;1;;[0519]
9600;0430-0500;;HOL;Radio Dabanga;SUD;SDN;/CVA;0;;
9600;1530-1600;;J;NHK Radio Japan;HI;SAs;/UZB;0;;
9600;1400-1500;;ROU;Radio Romania Int.;D;WEu;t;0;;
9600;1900-1930;Su;USA;Follow the Bible Min.;E;SAf;/ASC;6;2903;3005
9600;0000-0100;;USA;Voice of America;M;FE;/PHL-t;0;;
9605;1600-1700;;CHN;China Radio Int.;R;EEu;b;0;;
